city,country,country_code,email,facebook,google_business_categories,google_maps_url,instagram,linkedin,name,opening_date,phone_number,review_score,reviews_number,source_run_id,source_type,street,url,source_category,source_country
Felixstow SA 5070,,AU,australianheritagetreeworks@hotmail.com,https://www.facebook.com/australianheritagetreeworks,tree_service,https://www.google.com/maps?cid=6183645278803502462,https://www.instagram.com/australian_heritage_tree_works/,,Australian Heritage Tree Works,,+61 414 808 351,5.0,20.0,,automated,Torrens Ave,http://www.australianheritagetreeworks-adelaide.com.au/,tree_service,Australia
North Fremantle WA 6159,,AU,mike@margaretrivertrees.com,,tree_service,https://www.google.com/maps?cid=447934002785454043,,,Margaret River Trees Fremantle,,+61 400 712 712,3.9,8.0,,automated,71 Stirling Hwy,http://www.margaretrivertrees.com/,tree_service,Australia
Rochedale South QLD 4123,,AU,jayseasygardening@gmail.com,,tree_service,https://www.google.com/maps?cid=14210432121503844441,,,CHOP AND DROP TREE LOP,,+61 417 879 364,5.0,87.0,,automated,9 Nerida St,http://chopanddroptreelop.com/,tree_service,Australia
Thorpdale VIC 3835,,AU,rocklinda@bigpond.com,,tree_service,https://www.google.com/maps?cid=10048170537314618206,,,Ruslin Cypress,,+61 419 007 973,,,,automated,82 Griffiths Rd,https://www.ruslincypress.com.au/,tree_service,Australia
Redlynch QLD 4870,,AU,admin@coralcoasttreecare.com,https://www.facebook.com/coralcoasttreecare,tree_service,https://www.google.com/maps?cid=8137800264746982272,https://www.instagram.com/coralcoasttreecare/,,Coral Coast Tree Care,,+61 490 093 071,5.0,17.0,,automated,76 Harvey Rd,https://www.coralcoasttreecare.com.au/,tree_service,Australia
Baranduda VIC 3691,,AU,craig@rochow.com.au,,tree_service,https://www.google.com/maps?cid=1201921146435400103,,,Craig Rochow Tree Lopping Service,,+61 419 431 411,5.0,1.0,,automated,12 Foxglove Terrace,https://rochow.com.au/,tree_service,Australia
Mullaloo WA 6027,,AU,colinstrees1@gmail.com,,tree_service,https://www.google.com/maps?cid=16822955538798292050,,,Colins Trees,,+61 431 835 069,4.8,20.0,,automated,42 Wentletrap Way,http://www.colinstrees.com.au/,tree_service,Australia
Rockbank VIC 3335,,AU,nathyardley101@gmail.com,https://www.facebook.com/profile.php?id=61556775840836&mibextid=ZbWKwL,tree_service,https://www.google.com/maps?cid=10317673627279479746,,,Down & Bound Tree Services,,+61 455 429 966,,,,automated,120 Fuchsia Dr,https://www.facebook.com/profile.php?id=61556775840836&mibextid=ZbWKwL,tree_service,Australia
Sunbury VIC 3429,,AU,hello@adepttrees.com.au,https://www.facebook.com/Adepttrees/,tree_service,https://www.google.com/maps?cid=206048600686070627,https://www.instagram.com/adept_trees/,,ADEPT TREES,,+61 475 258 033,5.0,3.0,,automated,9 Officer Ct,https://adepttrees.com.au/,tree_service,Australia
Brisbane City QLD 4000,,AU,info@abctreeloppingbrisbane.com.au,https://www.facebook.com/abctreeloppingbrisbane,tree_service,https://www.google.com/maps?cid=14672102245733334256,https://www.instagram.com/abctreeloppingbris,https://www.linkedin.com/company/abc-tree-lopping-brisbane/,ABC Tree Lopping Brisbane,,+61 7 3608 1008,4.9,19.0,,automated,38/1 Eagle St,http://abctreeloppingbrisbane.com.au/,tree_service,Australia
Sydney NSW 2000,,AU,maximevonburen98@gmail.com,https://www.facebook.com/profile.php?id=61574017164909,tree_service,https://www.google.com/maps?cid=16769586558774937541,,,Sydney Tree & Hedge Specialist,,+61 456 232 919,,,,automated,57 York St,https://www.facebook.com/profile.php?id=61574017164909,tree_service,Australia
Warrnambool VIC 3280,,AU,manager@carterstreeservices.com.au,https://www.facebook.com/pg/carterstreeservices/,tree_service,https://www.google.com/maps?cid=14358219839747776863,,,Carter's Tree Services,,+61 407 036 407,4.6,9.0,,automated,Unit 4/24 Harrington Rd,http://carterstreeservices.com.au/,tree_service,Australia
Peppermint Grove WA 6011,,AU,will@urbanmonkeys.com.au,https://www.facebook.com/urbanmonkeysarborist/,tree_service,https://www.google.com/maps?cid=1572431822558923909,https://www.instagram.com/urbanmonkeys.aus/,,Urban Monkeys,,+61 422 849 112,4.8,25.0,,automated,19 Johnston St,http://www.urbanmonkeys.com.au/,tree_service,Australia
Smithfield SA 5114,,AU,admin@treeninja.com.au,https://www.facebook.com/treeninjasa/,tree_service,https://www.google.com/maps?cid=12129656377039539103,,,Tree Ninja,,+61 431 362 970,5.0,43.0,,automated,37A Samuel St,http://www.treeninja.com.au/,tree_service,Australia
Belmore NSW 2192,,AU,admin@enviroarborists.com.au,,tree_service,https://www.google.com/maps?cid=16452088981061706800,,,Enviro Arborists,,+61 1300 036 602,,,,automated,112 Benaroon Rd,https://www.enviroarborists.com.au/contact,tree_service,Australia
Chandler QLD 4155,,AU,quotes@groundys.com.au,,tree_service,https://www.google.com/maps?cid=10572000825993209460,,,Groundy's Tree Services,,+61 488 447 752,5.0,2.0,,automated,2957 Old Cleveland Rd,https://groundys.com.au/,tree_service,Australia
Ermington NSW 2115,,AU,info@aatreeservices.net.au,https://www.facebook.com/profile.php?id=100066691876679&mibextid=LQQJ4d,tree_service,https://www.google.com/maps?cid=8649215130409401469,https://www.instagram.com/aa_tree_services/,,AA Tree Services Sydney,,+61 497 777 735,5.0,149.0,,automated,13 Maling Ave,https://aatreeservices.net.au/,tree_service,Australia
Bundaberg Central QLD 4670,,AU,abctreelopping@bigpond.com,https://facebook.com/ABCTreeLopping,tree_service,https://www.google.com/maps?cid=6325983451728360137,,,ABC Tree Lopping,,+61 401 001 712,,,,automated,1225 Gin Gin Rd,https://www.abctreeloppingqld.com.au/contact-us,tree_service,Australia
Hamersley WA 6022,,AU,m.w.c.treecare@gmail.com,,tree_service,https://www.google.com/maps?cid=10711727855962060396,,,Monkey With a Chainsaw - Tree Care,,+61 414 570 791,5.0,6.0,,automated,38 Dutton Cres,http://www.monkeywithachainsaw.com/,tree_service,Australia
Torrington QLD 4350,,AU,admin@cutabovetreecare.com.au,https://www.facebook.com/cutabovetreecare/,tree_service,https://www.google.com/maps?cid=6680413185739407389,https://www.instagram.com/cutabovetreecare/?hl=en,,Cut Above Tree Care,,+61 412 303 650,3.9,8.0,,automated,8 Holt Dr,https://www.cutabovetreecare.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb,tree_service,Australia
Moruya NSW 2537,,AU,admin@eurobodallatreeservices.com.au,,tree_service,https://www.google.com/maps?cid=10686011022896720264,,,Eurobodalla Tree Services,,+61 2 4474 4833,4.7,50.0,,automated,25 Malabar Dr,https://www.eurobodallatreeservices.com.au/,tree_service,Australia
Exeter TAS 7275,,AU,treetectasmania@gmail.com,https://www.facebook.com/treetectasmania,tree_service,https://www.google.com/maps?cid=4239415194811785224,https://www.instagram.com/treetec_tasmania/,,Treetec Tasmania Pty Ltd,,+61 407 855 171,4.6,10.0,,automated,178 Winkleigh Rd,http://treetectasmania.com.au/,tree_service,Australia
Maida Vale WA 6057,,AU,clint@paynestreeservices.com.au,https://facebook.com/paynestreeservices,tree_service,https://www.google.com/maps?cid=11594204056063916555,,,TLC Tree Services,,+61 455 132 014,5.0,12.0,,automated,32 West Terrace,https://paynestreeservices.com.au/,tree_service,Australia
Crescent Head NSW 2440,,AU,crescentheadtreespecialists@yahoo.com,,tree_service,https://www.google.com/maps?cid=14040346073337366794,,,CRESCENT HEAD TREE SPECIALISTS,,+61 400 912 258,,,,automated,1040 Crescent Head Rd,http://crescentheadtreespecialists.com/,tree_service,Australia
Dingo Beach QLD 4800,,AU,info@allaussiearboriculture.com.au,,tree_service,https://www.google.com/maps?cid=9521025710656320917,,,All Aussie Arboriculture,,,5.0,4.0,,automated,6 Dingo Beach Rd,https://allaussiearboriculture.com.au/,tree_service,Australia
Paddington QLD 4065,,AU,rob@bardontrees.com.au,https://www.facebook.com/bardontrees,tree_service,https://www.google.com/maps?cid=12667941647753906508,https://www.instagram.com/bardon_trees,,Bardon Trees,,+61 420 755 534,4.9,100.0,,automated,Shop 10/2 Latrobe Ter,http://www.bardontrees.com.au/,tree_service,Australia
Stirling SA 5152,,AU,jacobkeys@hotmail.com,,tree_service,https://www.google.com/maps?cid=7515810309997153146,,,Pinnacle Tree Care - Tree Removal,,+61 434 520 117,5.0,3.0,,automated,51 Old Mount Barker Rd,https://www.pinnacletreecare.com.au/,tree_service,Australia
Wollongong NSW 2500,,AU,admin@absolutetowing247.com,https://www.facebook.com/wollongong.absolute.towing,towing_service,https://www.google.com/maps?cid=7643549353386433191,,,Absolute Towing Wollongong,,+61 477 774 433,4.2,18.0,,automated,300 Keira St,http://www.absolutetowing247.com/,towing_service,Australia
Bohle QLD 4818,,AU,bonos.bobcat@bigpond.com,https://www.facebook.com/Bonos.bobcat/,towing_service,https://www.google.com/maps?cid=11117096691451019062,,,Bono's Storage & Towing,,+61 417 622 607,5.0,2.0,,automated,3 Elquestro Way,http://www.bonosstorageandtowing.com.au/,towing_service,Australia
Cameron Park NSW 2285,,AU,accounts@dynotow.com.au,,towing_service,https://www.google.com/maps?cid=708795580543876280,,,Dyno Tow,,+61 2 4920 6640,4.5,37.0,,automated,20 Stenhouse Dr,http://www.dynotow.com.au/,towing_service,Australia
Dandenong South VIC 3175,,AU,info@desitowmate.com.au,,towing_service,https://www.google.com/maps?cid=6936924963456034350,,,Desi Tow Mate,,+61 406 431 865,5.0,21.0,,automated,5 Commercial Dr,https://desitowmate.com.au/,towing_service,Australia
Artarmon NSW 2064,,AU,admin@roadsiderecovery.com.au,,towing_service,https://www.google.com/maps?cid=7856226903965257704,,,Roadside Recovery Towing,,+61 2 9901 4141,5.0,67.0,,automated,14 Waltham St,https://www.roadsiderecovery.com.au/,towing_service,Australia
Nuriootpa SA 5355,,AU,barossatowing@gmail.com,https://www.facebook.com/Barossa-Towing-295268247151242/,towing_service,https://www.google.com/maps?cid=5253012489165177465,,,Barossa Towing,,+61 404 856 309,,,,automated,Kalimna Rd,http://barossatowing.com.au/,towing_service,Australia
Seaford VIC 3198,,AU,sales@towandfix.com.au,,towing_service,https://www.google.com/maps?cid=14067563516194739541,,,Tow & Fix,,+61 425 377 070,5.0,1.0,,automated,27/29 Milne Ave,https://www.towandfix.com.au/,towing_service,Australia
South Fremantle WA 6162,,AU,info@driveassist.au,,towing_service,https://www.google.com/maps?cid=7095197350571040860,,,Drive Assist,,+61 8 6256 6010,,,,automated,235 Hampton Rd,https://www.driveassist.au/,towing_service,Australia
Dandenong VIC 3175,,AU,info@liontowing.com.au,https://web.facebook.com/liontowing,towing_service,https://www.google.com/maps?cid=8733405846582376213,https://www.instagram.com/liontowing/,,Lion Towing,,+61 430 001 205,4.5,8.0,,automated,Wayne Ct,http://liontowing.com.au/,towing_service,Australia
Toolooa QLD 4680,,AU,mkstowing@hotmail.com,https://www.facebook.com/mkstowing,towing_service,https://www.google.com/maps?cid=12445657202703378337,http://instagram.com/mkstowing/,,MKS Towing | Gladstone Towing Services,,+61 455 657 756,5.0,24.0,,automated,23 Emperor St,http://www.mkstowing.com/,towing_service,Australia
Melton West VIC 3337,,AU,lasso.towing@gmail.com,https://www.facebook.com/profile.php?id=61566443527966&mibextid=LQQJ4d,towing_service,https://www.google.com/maps?cid=17406466651488345628,,,Lasso Towing,,+61 436 475 010,5.0,8.0,,automated,18 Sovereign Blvd,https://www.facebook.com/profile.php?id=61566443527966&mibextid=LQQJ4d,towing_service,Australia
Belmont QLD 4153,,AU,tow@mctow.com.au,https://www.facebook.com/Motorcycle-TowingRecovery-Brisbane-107716657256240/,towing_service,https://www.google.com/maps?cid=8711870161016063547,,,Motor Cycle Towing Brisbane,,+61 455 444 464,5.0,32.0,,automated,52 Hillcroft Place,https://www.motorcycletowingbrisbane.com.au/,towing_service,Australia
Sunshine North VIC 3020,,AU,viccartowing@gmail.com,,towing_service,https://www.google.com/maps?cid=15571688130333527095,,,Vic Car Towing,,+61 401 566 843,,,,automated,12 Bunnett St,https://www.viccartowing.com.au/,towing_service,Australia
Ballajura WA 6066,,AU,shiraz.towing.au@gmail.com,https://www.facebook.com/profile.php?id=61560241640932,towing_service,https://www.google.com/maps?cid=3608438181119804894,https://www.instagram.com/,,SHIRAZ TOWING,,+61 431 365 505,5.0,15.0,,automated,0 Naturaliste Grove,https://shiraztowing.com/,towing_service,Australia
Endeavour Hills VIC 3802,,AU,info@ruby100.ltd,,towing_service,https://www.google.com/maps?cid=15434845882378064110,,,Ruby100 Towing Service,,+61 401 724 002,,,,automated,79 Aldridge St,https://ruby100.ltd/,towing_service,Australia
Garbutt QLD 4814,,AU,info@allcarrecovery.com.au,,towing_service,https://www.google.com/maps?cid=6885022745363976634,,,All Car Recovery,,+61 477 281 946,,,,automated,16 Civil Rd,http://allcarrecovery.com.au/,towing_service,Australia
Willetton WA 6155,,AU,wayne.a1towing@gmail.com,https://www.facebook.com/pg/A1TowingServicePerth/,towing_service,https://www.google.com/maps?cid=8450958559647183572,,,A1 Towing Service,,+61 418 920 894,4.4,95.0,,automated,8 Gympie Way,https://a1towingservice.com.au/,towing_service,Australia
Bundoora VIC 3083,,AU,contact@thundertowingtransport.com.au,,towing_service,https://www.google.com/maps?cid=16136541717589890990,,,Thunder Towing & Transport,,+61 404 491 491,5.0,12.0,,automated,16 Carolyn Cres,https://thundertowingtransport.com.au/,towing_service,Australia
Orange NSW 2800,,AU,admin@apextowingorange.com.au,https://www.facebook.com/profile.php?id=61572196293461,towing_service,https://www.google.com/maps?cid=2579790022682704274,,,APEX TOWING ORANGE,,+61 477 345 345,5.0,15.0,,automated,9/11 Tynan St,https://www.apextowingorange.com.au/,towing_service,Australia
Winnellie NT 0820,,AU,nttowingandrecovery@gmail.com,,towing_service,https://www.google.com/maps?cid=13867617395121219175,,,NT Towing and Recovery,,+61 458 122 285,5.0,79.0,,automated,72 Coonawarra Rd,https://nt-towing-recovery.com.au/,towing_service,Australia
Woodend QLD 4305,,AU,bastianstowing@gmail.com,,towing_service,https://www.google.com/maps?cid=3660652844988076525,,,Bastian's Towing PTY LTD,,+61 407 188 428,4.0,4.0,,automated,115 Woodend Rd,http://www.bastianstowing.com/,towing_service,Australia
Belmore NSW 2195,,AU,info@haulagesolutionsgroup.com.au,,towing_service,https://www.google.com/maps?cid=15816819679094823565,,,Haulage Solutions Group,,+61 410 303 040,,,,automated,106 Benaroon Rd,https://haulagesolutionsgroup.com.au/,towing_service,Australia
Caringbah NSW 2229,,AU,mirandacaringbah.towing@yahoo.com.au,https://www.facebook.com/Miranda-Caringbah-Towing-2208625106079311/,towing_service,https://www.google.com/maps?cid=809311056618845557,https://www.instagram.com/mirandacaringbahtowing/,,Miranda Caringbah Towing,,+61 416 266 657,5.0,108.0,,automated,39A Captain Cook Dr,http://www.mirandacaringbahtowing.com.au/,towing_service,Australia
North Mackay QLD 4740,,AU,info@steerystowing.com.au,https://www.facebook.com/137572248471012,towing_service,https://www.google.com/maps?cid=13870564873674251249,https://www.instagram.com/steerystowing/,,Steery's Towing & Transport Mackay,,+61 447 272 257,5.0,31.0,,automated,14 McCulloch St,https://steerystowing.com.au/contact-us,towing_service,Australia
Yambuna VIC 3621,,AU,araitt@bigpond.com,https://www.facebook.com/profile.php?id=100063774510941,towing_service,https://www.google.com/maps?cid=8990648516363718878,,,AAA Advantage Towing Services,,+61 417 388 580,5.0,7.0,,automated,2044 Scobie Rd,https://advantagetowing.com.au/,towing_service,Australia
South Melbourne VIC 3205,,AU,bookings@melbtow.com.au,,towing_service,https://www.google.com/maps?cid=10892656640430042996,,,Melbourne Towing Service Pty Ltd,,+61 3 9682 1212,4.1,9.0,,automated,53 Brady St,https://melbtow.com.au/,towing_service,Australia
Brendale QLD 4500,,AU,admin@sandgatetowing.com.au,https://www.facebook.com/sandgatetowing,towing_service,https://www.google.com/maps?cid=9193356073333463907,https://instagram.com/sandgatetowing,,Sandgate & Districts towing Service,,+61 424 662 403,5.0,25.0,,automated,2/7 Mackie Way,http://www.sandgatetowing.com.au/,towing_service,Australia
Ravenshoe QLD 4888,,AU,cltowing88@gmail.com,,towing_service,https://www.google.com/maps?cid=46806609041691341,,,Lawless Towing and Recovery,,+61 499 382 162,5.0,8.0,,automated,28 Grevillea St,http://www.lawlesstowingandrecovery.com.au/,towing_service,Australia
Melton VIC 3337,,AU,admin@meltontowing.com.au,https://www.facebook.com/meltontowing,towing_service,https://www.google.com/maps?cid=1290227613766014019,https://www.instagram.com/meltontowing,,Melton Towing,,+61 3 9743 2311,4.4,28.0,,automated,102b High St,https://www.meltontowing.com.au/,towing_service,Australia
Carlton NSW 2218,,AU,admin@banksiatowing.net.au,http://www.facebook.com,towing_service,https://www.google.com/maps?cid=3499615366550568117,http://www.instagram.com,,BANKSIA TOWING PTY LTD,,+61 2 9597 6494,3.5,15.0,,automated,59 Planthurst Rd,https://banksiatowing.net.au/,towing_service,Australia
Caringbah NSW 2229,,AU,info@menaitowing.com.au,https://www.facebook.com/Menai-Towing-111638028180621/,towing_service,https://www.google.com/maps?cid=16209045782418079552,,,Menai Towing,,,,,,automated,1/3 Endeavour Rd,http://www.menaitowing.com.au/,towing_service,Australia
Sunset QLD 4825,,AU,berryvatuvei@yahoo.com,,towing_service,https://www.google.com/maps?cid=4991162796447435939,,,Berry Vatuvei Towing Services,,+61 487 787 951,5.0,111.0,,automated,41 Indigo Cres,http://www.bvatuveitowing.com.au/,towing_service,Australia
Rowville VIC 3178,,AU,noreply@magnettowing.com.au,https://www.facebook.com/magnettowing,towing_service,https://www.google.com/maps?cid=11680419471238371914,https://www.instagram.com/magnettowing/,,Magnet Towing,,+61 410 569 279,4.0,12.0,,automated,879 Wellington Rd,http://www.magnettowing.com.au/,towing_service,Australia
Brighton TAS 7030,,AU,admin@jonnostowing.com.au,https://www.facebook.com/p/Jonnos-Towing-100064044943773/,towing_service,https://www.google.com/maps?cid=4518588034397690525,,,Jonno's Towing and Recovery,,+61 417 052 847,,,,automated,Brighton Rd,https://www.jonnostowing.com.au/,towing_service,Australia
Gorokan NSW 2263,,AU,contact@mysite.com,https://www.facebook.com/2-Wheels-Towing-Central-Coast-Ceramic-Coatings-100617505902911/,towing_service,https://www.google.com/maps?cid=17449999620026345069,https://www.instagram.com/p/CqSRe7MSPty/,,2 Wheels Towing and Paint Protection,,+61 416 040 178,5.0,9.0,,automated,4 Edith St,https://2wheelstowing.com.au/,towing_service,Australia
